,id,country,shipment_mode,scheduled_delivery_date,sub_classification,vendor,item_id,item_description,brand,line_item_quantity,line_item_value,unit_price,weight_kilograms,freight_cost_usd,line_item_insurance_usd,item_insurance_rp_mean,item_insurance_rp_kNN,line_item_quantity_norm,line_item_quantity_z,line_item_value_norm,line_item_value_z,line_item_value_log,line_item_value_sqrt,line_item_value_boxcox,Air,Air Charter,Ocean,Truck,missing,weight_category
18,81483,Vietnam,Air,2012-11-12,Adult,CIPLA LIMITED,SKU0014,"Zidovudine 300mg, tablets, 60 Tabs",Generic,525,3465.0,0.11,34.0,807.47,4.86,4.86,4.86,0.0008451640166581183,-0.4447958065243639,0.00058215819702935,-0.44653666299378963,8.150756470275551,58.86425061104575,13.07818443801541,1,0,0,0,0,light
19,87,Tanzania,Air,2007-06-06,Pediatric,BRISTOL-MYERS SQUIBB,SKU0015,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",Videx,712,8964.08,0.06,162.0,912.96,,240.11762578459656,11.775,0.0011467778928319124,-0.44012492891966953,0.0015060642570928877,-0.43061078306230255,9.101092309591165,94.67882551024806,15.494472234589324,1,0,0,0,0,medium
20,92,Nigeria,Air,2007-06-19,HIV test,Abbott GmbH & Co. KG,SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,1000,80000.0,0.8,341.0,2682.47,128.0,128.0,128.0,0.0016112955203081301,-0.4329312778493381,0.013440881893895527,-0.2248837282199058,11.289794413577894,282.842712474619,22.10119560518907,1,0,0,0,0,medium
21,96,Nigeria,Air,2007-06-19,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",SKU0016,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",Stat-Pak,7500,202500.0,1.35,2278.0,15893.71,,240.11762578459656,321.75,0.012095200307097764,-0.2705745696647748,0.03402223229392305,0.12988839577304875,12.218500103788143,450.0,25.41284973332275,1,0,0,0,0,super-heavy
22,108,Côte d'Ivoire,Air,2007-10-02,Pediatric,BRISTOL-MYERS SQUIBB,SKU0012,"#102198**Didanosine 200mg [Videx], tablets, 60 Tabs",Videx,5513,140581.5,0.42,2126.0,,224.93,224.93,224.93,0.00889035125919761,-0.32020576645904053,0.023619241724583424,-0.04943370838579007,11.85354978404026,374.9419955139728,24.07168066159637,1,0,0,0,0,super-heavy
23,115,Vietnam,Air,2007-10-15,Pediatric,Aurobindo Pharma Limited,SKU0001,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Generic,1000,1920.0,0.01,941.0,4193.49,3.07,3.07,3.07,0.0016112955203081301,-0.4329312778493381,0.00032258116545349266,-0.45101113590455794,7.560601162768557,43.81780460041329,11.697961870903544,1,0,0,0,0,heavy
24,116,Vietnam,Air,2007-08-27,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0008,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,500,41095.0,0.68,117.0,1767.38,65.75,65.75,65.75,0.0008048413059396966,-0.44542025540199687,0.0069044130178704585,-0.3375564587010968,10.623666072147104,202.71901736147007,19.922538770254878,1,0,0,0,0,medium
25,130,Haiti,Air,2007-08-13,HIV test,"Orgenics, Ltd",SKU0017,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",Determine,750,53992.5,0.72,171.0,3518.38,86.39,86.39,86.39,0.0012080684131239134,-0.4391757666256675,0.009071335195701928,-0.30020402221783854,10.896618947930946,232.36286278146946,20.796331755182937,1,0,0,0,0,medium
26,134,Haiti,Air,2007-08-25,HIV test,Orasure Technologies Inc.,SKU0018,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,25,8750.0,3.5,60.0,3097.85,14.0,14.0,14.0,3.8709802289684806e-05,-0.4572847840770226,0.0014700964571448232,-0.4312307799300936,9.076923258535832,93.54143466934853,15.429893879053749,1,0,0,0,0,light
27,138,Tanzania,Air,2007-10-16,HIV test,"Standard Diagnostics, Inc.",SKU0019,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",Bioline,10000,200000.0,0.8,3335.0,27869.74,320.0,320.0,320.0,0.016127471378939932,-0.20812968190148118,0.033602204734738815,0.1226481483446211,12.206077645517674,447.21359549995793,25.366322558836394,1,0,0,0,0,super-heavy
28,139,Tanzania,Air,2007-11-22,HIV test,"Standard Diagnostics, Inc.",SKU0019,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",Bioline,10000,200000.0,0.8,3335.0,28461.1,320.0,320.0,320.0,0.016127471378939932,-0.20812968190148118,0.033602204734738815,0.1226481483446211,12.206077645517674,447.21359549995793,25.366322558836394,1,0,0,0,0,super-heavy
29,140,Tanzania,Air,2007-11-22,HIV test,"Standard Diagnostics, Inc.",SKU0019,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",Bioline,10000,200000.0,0.8,3335.0,28359.8,320.0,320.0,320.0,0.016127471378939932,-0.20812968190148118,0.033602204734738815,0.1226481483446211,12.206077645517674,447.21359549995793,25.366322558836394,1,0,0,0,0,super-heavy
30,161,Ethiopia,Air,2007-11-20,Adult,Aurobindo Pharma Limited,SKU0004,"Stavudine 30mg, capsules, 60 Caps",Generic,64000,99200.0,0.03,4228.0,12237.61,158.72,158.72,158.72,0.10322452653073075,1.1406798937856604,0.016666693548430454,-0.16927862796958149,11.504903373867316,314.96031496047243,22.83892509085951,1,0,0,0,0,super-heavy
31,176,Nigeria,Air,2007-10-03,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",SKU0016,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",Stat-Pak,10000,270000.0,1.35,3263.0,20885.78,432.0,432.0,432.0,0.016127471378939932,-0.20812968190148118,0.0453629763918974,0.3253750763405951,12.506180941677357,519.6152422706632,26.50800095996749,1,0,0,0,0,super-heavy
32,262,South Africa,missing,2008-01-29,Pediatric,"JSI R&T INSTITUTE, INC.",SKU0020,"Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml",Retrovir,40,317.6,0.04,,,0.51,0.51,0.51,6.290342872073782e-05,-0.45691011475044285,5.336030111876525e-05,-0.4556518448962829,5.763936397475948,17.82133552795637,7.999548722089865,0,0,0,0,1,
33,269,Vietnam,Air,2008-01-21,Adult,"GILEAD SCIENCES IRELAND, INC.",SKU0021,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Viread,1000,17000.0,0.57,76.0,2282.57,27.2,27.2,27.2,0.0016112955203081301,-0.4329312778493381,0.0028561874024527994,-0.4073379634162824,9.741027444837728,130.38404810405297,17.267205096273436,1,0,0,0,0,light
34,270,Vietnam,Air,2008-01-21,Adult,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),SKU0014,"Zidovudine 300mg, tablets, 60 Tabs",Generic,400,3352.0,0.14,23.0,2149.05,5.36,5.36,5.36,0.0006435504630660099,-0.44791805091252856,0.0005631729513542225,-0.4468639221775546,8.117610746466228,57.89645930452051,12.998308554983817,1,0,0,0,0,light
35,284,Rwanda,Air,2008-01-31,HIV test - Ancillary,"Orgenics, Ltd",SKU0022,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,1500,15.0,0.0,99.0,0.75,0.02,0.02,0.02,0.0024177497346765634,-0.4204423002966794,2.5201653551054114e-06,-0.4565282044450198,2.772588722239781,3.872983346207417,3.233048564141893,1,0,0,0,0,light
36,305,Nigeria,Air,2008-02-05,HIV test - Ancillary,"Orgenics, Ltd",SKU0022,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,650,6.5,0.0,,,0.01,0.01,0.01,0.0010467775702502266,-0.44167356213619924,1.0920716538790115e-06,-0.45655282128627644,2.0149030205422647,2.5495097567963922,2.251249034176516,1,0,0,0,0,
37,343,South Africa,missing,2008-01-21,Pediatric,"JSI R&T INSTITUTE, INC.",SKU0023,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Zerit,200,340.0,0.01,,,0.54,0.54,0.54,0.0003209687773186365,-0.45291364193359207,5.712374804905599e-05,-0.4555869722793242,5.831882477283517,18.439088914585774,8.126734913751196,0,0,0,0,1,
38,361,Haiti,Air,2008-02-18,HIV test,"Trinity Biotech, Plc",SKU0024,"HIV 1/2, Capillus HIV Kit, 100 Tests",Capillus,2,278.0,1.39,,,0.44,0.44,0.44,1.612908428736867e-06,-0.4578592770444449,4.670706458128696e-05,-0.4557665304155492,5.631211781821365,16.673332000533065,7.753784898546875,1,0,0,0,0,
39,391,Côte d'Ivoire,Air,2008-06-17,HIV test,BIO-RAD LABORATORIES (FRANCE),SKU0025,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",Genie,476,36176.0,1.9,509.0,5446.51,57.88,57.88,57.88,0.0007661315036500118,-0.44601972632452447,0.006077966792419558,-0.351802369541271,10.496178836771703,190.19989484749985,19.52317123294224,1,0,0,0,0,heavy
40,392,Côte d'Ivoire,Air,2009-03-19,HIV test,"Standard Diagnostics, Inc.",SKU0019,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",Bioline,659,13180.0,0.8,206.0,2656.12,25.83,25.83,25.83,0.0010612937461088583,-0.4414487605402514,0.0022143852920192882,-0.41840106148691986,9.486531677712465,114.80418110852932,16.54748233265577,1,0,0,0,0,medium
41,398,Guyana,Air,2008-04-09,HIV test - Ancillary,"Orgenics, Ltd",SKU0022,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,240,2.4,0.0,,,0.0,0.0,0.0,0.0003854851144681112,-0.45191452372937935,4.032264568168658e-07,-0.4565646952920591,1.2237754316221157,1.5491933384829668,1.308438460624881,1,0,0,0,0,
42,399,Guyana,Air,2008-07-28,HIV test - Ancillary,"Orgenics, Ltd",SKU0022,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,213,2.13,0.0,14.0,360.0,0.0,0.0,0.0,0.0003419365868922158,-0.45258892851722293,3.5786348042496837e-07,-0.4565654772387813,1.1410330045520618,1.4594519519326423,1.214410638715448,1,0,0,0,0,light
43,400,Ethiopia,missing,2008-03-11,HIV test,TURE PHARMACEUTICALS & MEDICAL SUPPLIES P.L.C.,SKU0024,"HIV 1/2, Capillus HIV Kit, 100 Tests",Capillus,63,13399.25,2.13,,,21.44,21.44,21.44,0.00010000032258168575,-0.45633562178302056,0.0022512217089597454,-0.4177660917874467,9.503028642481386,115.75512947597613,16.593538391039118,0,0,0,0,1,
44,410,Zimbabwe,Air,2008-11-17,HIV test,"Orgenics, Ltd",SKU0017,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",Determine,1634,117631.66,0.72,373.0,4112.46,188.21,188.21,188.21,0.0026338794641273034,-0.4170952543125669,0.019763415613035934,-0.1158987164029204,11.675321996977736,342.97472210062364,23.435691532355232,1,0,0,0,0,medium
45,411,Nigeria,Air,2008-04-17,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",SKU0016,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",Stat-Pak,1425,38475.0,1.35,483.0,5468.88,61.56,61.56,61.56,0.0022967816025212984,-0.42231564692957824,0.00646422413584538,-0.34514423800608895,10.557789949272506,196.1504524593303,19.715487346403815,1,0,0,0,0,medium
46,414,Namibia,Air,2008-06-04,HIV test,"Orgenics, Ltd",SKU0017,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",Determine,142,10222.58,0.72,33.0,1715.17,16.36,16.36,16.36,0.00022742008845189822,-0.4543623633297005,0.0017175061303862317,-0.42696604250683207,9.23245209596131,101.10677524280952,15.848424930249443,1,0,0,0,0,light
47,420,Vietnam,Air,2008-06-03,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,8400,96432.0,0.38,654.0,4051.34,154.29,154.29,154.29,0.013546817892960946,-0.24809441006998909,0.01620163903490167,-0.17729502992233656,11.476603745670717,310.5350221794637,22.740886714689648,1,0,0,0,0,heavy
48,422,South Africa,Truck,2008-04-24,Adult,S. BUYS WHOLESALER,SKU0027,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Invirase,6,405.06,0.25,,,0.65,0.65,0.65,8.064542143684334e-06,-0.45775936522402366,6.805454524926652e-05,-0.4553985520802468,6.006500931934095,20.126102454275642,8.45791688616079,0,0,0,1,0,
49,423,South Africa,Truck,2008-04-24,Pediatric,S. BUYS WHOLESALER,SKU0023,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Zerit,600,870.0,0.01,,,1.39,1.39,1.39,0.0009661321488133832,-0.4429224598914651,0.00014616959059611385,-0.45405203982449754,6.769641976852503,29.49576240750525,9.980977195278488,0,0,0,1,0,
50,438,Vietnam,Air,2008-07-12,Pediatric,BRISTOL-MYERS SQUIBB,SKU0028,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Videx,400,2800.0,0.12,81.0,2211.05,4.48,4.48,4.48,0.0006435504630660099,-0.44791805091252856,0.0004704308662863434,-0.44846256880975144,7.937731775260109,52.91502622129181,12.569786413610197,1,0,0,0,0,light
51,459,South Africa,missing,2008-04-25,Pediatric,S. BUYS WHOLESALER,SKU0028,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Videx,6,77.1,0.21,,,0.12,0.12,0.12,8.064542143684334e-06,-0.45775936522402366,1.2953649925241813e-05,-0.4563483566988977,4.35799005684564,8.780660567406077,5.567042965368918,0,0,0,0,1,
52,464,Nigeria,Air,2008-07-09,HIV test,"Orgenics, Ltd",SKU0017,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",Determine,5498,439785.02,0.8,1251.0,16090.22,703.66,703.66,703.66,0.008866157632766557,-0.3205804357856203,0.07388873140655602,0.8170892981168096,12.994043569421585,663.1628910003936,28.444885064303346,1,0,0,0,0,super-heavy
53,465,Nigeria,Air,2008-07-09,HIV test - Ancillary,"Orgenics, Ltd",SKU0022,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,5498,54.98,0.0,,,0.09,0.09,0.09,0.008866157632766557,-0.3205804357856203,9.237246081579701e-06,-0.45641241840814434,4.0249944840873075,7.414849964766651,5.043083325656007,1,0,0,0,0,
54,466,Ethiopia,Air,2008-05-09,HIV test,TURE PHARMACEUTICALS & MEDICAL SUPPLIES P.L.C.,SKU0009,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,15,691.42,2.3,,,1.11,1.11,1.11,2.2580718002316135e-05,-0.4575345636280758,0.00011616618198846556,-0.45456922517880494,6.54019270792244,26.29486641913208,9.509763186626284,1,0,0,0,0,
55,530,Vietnam,Air,2008-09-19,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),SKU0029,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,1344,18359.04,0.46,1537.0,13507.92,29.37,29.37,29.37,0.0021661360197936124,-0.42433886129310894,0.003084521104066297,-0.40340204907023025,9.817931842821345,135.49553498178454,17.48861896067042,1,0,0,0,0,super-heavy
56,531,South Africa,Truck,2008-08-20,Adult,S. BUYS WHOLESALER,SKU0030,"Stavudine 20mg [Zerit], capsules, 60 Caps",Zerit,20,103.4,0.09,,,0.2,0.2,0.2,3.0645260146000474e-05,-0.4574096738525492,1.737233984785997e-05,-0.45627218929595065,4.648229675448539,10.16857905510893,6.03937157253696,0,0,0,1,0,
57,532,South Africa,Truck,2008-08-20,Adult,S. BUYS WHOLESALER,SKU0031,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Videx EC,100,1906.0,0.64,,,3.05,3.05,3.05,0.00015967793444494983,-0.4554114374441238,0.00032022901112206095,-0.45105168129015716,7.553286605600419,43.657759905886145,11.681401565881645,0,0,0,1,0,
58,533,South Africa,Truck,2008-08-20,Pediatric,S. BUYS WHOLESALER,SKU0023,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Zerit,670,1025.1,0.01,,,1.64,1.64,1.64,0.001079035738824964,-0.4411740030340929,0.00017222810036790379,-0.4536028548740379,6.933520486868163,32.017182886693824,10.324759534363874,0,0,0,1,0,
59,535,Tanzania,Air,2008-09-02,Adult,BRISTOL-MYERS SQUIBB,SKU0032,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Videx EC,2597,61470.99,0.79,117.0,645.1,98.35,98.35,98.35,0.0041871102810009065,-0.39304148354614615,0.010327803956135412,-0.27854557502142985,11.02633690289258,247.9334386483598,21.2207202931358,1,0,0,0,0,medium
60,543,Haiti,Air,2008-09-30,HIV test,Orasure Technologies Inc.,SKU0018,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,28,9800.0,3.5,109.0,782.13,15.68,15.68,15.68,4.354852757589541e-05,-0.4572098502117067,0.001646508032002202,-0.428189876010154,9.19023970026918,98.99494936611666,15.734133745511935,1,0,0,0,0,medium
61,551,Haiti,Air,2008-11-24,HIV test,"Trinity Biotech, Plc",SKU0024,"HIV 1/2, Capillus HIV Kit, 100 Tests",Capillus,84,11676.0,1.39,54.0,871.57,22.88,22.88,22.88,0.00013387139958515994,-0.4558110847258089,0.001961696712414052,-0.4227567943398619,9.365376374075716,108.0555412739208,16.211747758983265,1,0,0,0,0,light
62,598,South Africa,Truck,2008-06-12,Adult,S. BUYS WHOLESALER,SKU0033,"Abacavir 300mg [Ziagen], tablets, Blister 6 x 10 Tabs",Ziagen,30,1049.4,0.58,,,1.68,1.68,1.68,4.677434443336914e-05,-0.45715989430149606,0.00017631076824317459,-0.4535324796690336,6.956926322988586,32.39444396806341,10.374359075917255,0,0,0,1,0,
63,610,Vietnam,Air,2008-09-19,Adult,Aurobindo Pharma Limited,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,38640,92736.0,0.04,2719.0,18614.72,148.38,148.38,148.38,0.0623211687779638,0.5072389523148102,0.015580670291403694,-0.187999011720524,11.437522808921042,304.5258609707885,22.605990931181434,1,0,0,0,0,super-heavy
64,630,Nigeria,Air,2009-02-25,ACT,IDA FOUNDATION,SKU0034,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs",Coartem,34,1547.68,0.08,115.0,1755.87,2.48,2.48,2.48,5.322597814831661e-05,-0.45705998248107477,0.00026002730111930286,-0.45208941147357884,7.345158234181791,39.340564307086396,11.215641719805639,1,0,0,0,0,medium
65,637,Vietnam,Air,2008-10-08,Adult,Aurobindo Pharma Limited,SKU0004,"Stavudine 30mg, capsules, 60 Caps",Generic,42000,60900.0,0.02,2600.0,10179.16,97.44,97.44,97.44,0.06774054109851967,0.5911648814686769,0.01023187134172797,-0.280199218573093,11.017004873924424,246.77925358506133,21.18999027618049,1,0,0,0,0,super-heavy
66,646,South Africa,Truck,2008-07-10,Pediatric,S. BUYS WHOLESALER,SKU0035,"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",Viramune,50,696.5,0.06,,,1.11,1.11,1.11,7.903251300810648e-05,-0.4566603351993897,0.00011701967798872793,-0.45455451299603045,6.5475025136955205,26.391286440793294,9.524595548031936,0,0,0,1,0,
67,660,Vietnam,Air,2008-11-27,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,16800,171192.0,0.34,1224.0,4686.88,335.54,335.54,335.54,0.027095248694350628,-0.0382795871853226,0.02876214316474704,0.03921732917736368,12.05054685400338,413.75354983371443,24.789055215987435,1,0,0,0,0,super-heavy
68,668,Guyana,Air,2008-08-15,Malaria,ZEPHYR BIOMEDICALS,SKU0036,"Malaria Paramax-3 Kit, 25 Tests",Paramax,98,3675.0,1.5,34.0,180.0,5.88,5.88,5.88,0.0001564521175874761,-0.45546139335433444,0.0006174405120008258,-0.44592848220980175,8.209580483475577,60.6217782649107,13.220647673155863,1,0,0,0,0,light
