WEEK_END_DATE,STORE_NUM,STORE_CITY,UPC,UNITS,VISITS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,
2017-01-21,389,Laval,7192100337,15,13,89.85,5.99,6.29,1,1,
2017-01-21,389,Laval,7192100339,38,35,229.14,6.03,6.43,1,0,
2017-01-21,389,Laval,7218063052,9,9,58.14,6.46,6.46,0,0,
2017-01-21,389,Laval,7218063979,5,4,32.3,6.46,6.46,0,0,
2017-01-21,389,Laval,7218063983,3,3,19.38,6.46,6.46,0,0,
2017-01-21,389,Laval,7797502248,12,8,29.88,2.49,2.49,0,0,
2017-01-21,389,Laval,7797508004,38,35,95.38,2.51,2.89,0,1,
2017-01-21,389,Laval,7797508006,21,21,52.5,2.5,2.89,0,1,
2017-01-21,389,Laval,31254742735,3,3,14.97,4.99,4.99,0,0,
2017-01-21,389,Laval,31254742835,4,4,19.96,4.99,4.99,0,0,
2017-01-21,623,Ottawa,1111009477,40,28,40.8,1.02,1.16,1,1,
2017-01-21,623,Ottawa,1111009497,42,39,40.74,0.97,1.18,1,0,
2017-01-21,623,Ottawa,1111009507,41,36,39.77,0.97,1.17,1,1,
2017-01-21,623,Ottawa,1111035398,1,1,4.69,4.69,4.69,0,0,
2017-01-21,623,Ottawa,1111038078,8,7,8,1,2.59,1,0,
2017-01-21,623,Ottawa,1111038080,14,10,13.86,0.99,2.56,1,0,
2017-01-21,623,Ottawa,1111085319,9,8,15.84,1.76,1.76,0,0,
2017-01-21,623,Ottawa,1111085345,18,16,33.66,1.87,1.87,0,0,
2017-01-21,623,Ottawa,1111085350,25,20,47.5,1.9,2.34,0,0,
2017-01-21,623,Ottawa,1111087395,5,5,16.7,3.34,3.34,0,0,
2017-01-21,623,Ottawa,1111087396,8,6,25.68,3.21,3.21,0,0,
2017-01-21,623,Ottawa,1111087398,6,5,20.04,3.34,3.34,0,0,
2017-01-21,623,Ottawa,1600027527,34,34,108.46,3.19,3.19,0,0,
2017-01-21,623,Ottawa,1600027528,21,20,86.52,4.12,4.12,0,0,
2017-01-21,623,Ottawa,1600027564,24,20,64.08,2.67,3.04,1,0,
2017-01-21,623,Ottawa,2840002333,4,4,9.96,2.49,2.49,0,0,
2017-01-21,623,Ottawa,2840004768,14,14,34.86,2.49,2.49,0,0,
2017-01-21,623,Ottawa,2840004770,16,14,39.84,2.49,2.49,0,0,
2017-01-21,623,Ottawa,3000006340,10,10,27.1,2.71,2.71,0,0,
2017-01-21,623,Ottawa,3000006560,19,19,49.21,2.59,2.59,0,0,
2017-01-21,623,Ottawa,3000006610,16,16,41.44,2.59,2.59,0,0,
2017-01-21,623,Ottawa,3700019521,9,7,22.5,2.5,2.5,0,0,
2017-01-21,623,Ottawa,3700031613,3,3,11.97,3.99,6.59,0,0,
2017-01-21,623,Ottawa,3700044982,7,4,31.5,4.5,4.5,0,0,
2017-01-21,623,Ottawa,3800031829,15,13,43.2,2.88,2.88,0,0,
2017-01-21,623,Ottawa,3800031838,29,29,83.81,2.89,2.89,0,0,
2017-01-21,623,Ottawa,3800039118,35,34,93.45,2.67,2.98,1,0,
2017-01-21,623,Ottawa,4116709428,1,1,4.99,4.99,4.99,0,0,
2017-01-21,623,Ottawa,4116709565,4,4,19.96,4.99,4.99,0,0,
2017-01-21,623,Ottawa,7192100336,17,13,101.83,5.99,6.29,1,0,
2017-01-21,623,Ottawa,7192100337,17,16,101.83,5.99,6.3,1,0,
2017-01-21,623,Ottawa,7192100339,9,9,54.27,6.03,6.29,1,0,
2017-01-21,623,Ottawa,7218063052,3,3,20.37,6.79,6.79,0,0,
2017-01-21,623,Ottawa,7218063979,5,5,33.95,6.79,6.79,0,0,
2017-01-21,623,Ottawa,7218063983,4,4,27.16,6.79,6.79,0,0,
2017-01-21,623,Ottawa,7797502248,2,2,4.78,2.39,2.39,0,0,
2017-01-21,623,Ottawa,7797508004,8,6,20,2.5,2.5,0,0,
2017-01-21,623,Ottawa,7797508006,7,7,17.5,2.5,2.89,0,0,
2017-01-21,623,Ottawa,31254742725,6,6,27.54,4.59,4.59,0,1,
2017-01-21,623,Ottawa,31254742735,6,6,31.14,5.19,5.19,0,0,
2017-01-21,623,Ottawa,31254742835,3,3,15.57,5.19,5.19,0,0,
2017-01-28,367,Montreal,1111009477,7,7,9.52,1.36,1.36,0,0,
2017-01-28,367,Montreal,1111009497,19,14,26.22,1.38,1.38,0,0,
2017-01-28,367,Montreal,1111009507,11,10,15.18,1.38,1.38,0,0,
2017-01-28,367,Montreal,1111035398,1,1,3.5,3.5,4.49,0,0,
2017-01-28,367,Montreal,1111038080,5,5,4.8,0.96,2.59,0,0,
2017-01-28,367,Montreal,1111085319,18,17,33.66,1.87,1.87,0,0,
2017-01-28,367,Montreal,1111085345,12,10,22.68,1.89,1.89,0,0,
2017-01-28,367,Montreal,1111085350,30,21,60.3,2.01,2.01,0,0,
2017-01-28,367,Montreal,1111087395,28,25,92.96,3.32,3.94,1,1,
2017-01-28,367,Montreal,1111087396,32,26,104.64,3.27,4,1,1,
2017-01-28,367,Montreal,1111087398,37,28,122.47,3.31,4,1,1,
2017-01-28,367,Montreal,1600027527,9,9,28.71,3.19,3.19,0,0,
2017-01-28,367,Montreal,1600027528,27,21,123.93,4.59,4.59,0,0,
2017-01-28,367,Montreal,1600027564,20,20,63.8,3.19,3.19,0,0,
2017-01-28,367,Montreal,2840004768,2,2,5.4,2.7,2.7,0,0,
2017-01-28,367,Montreal,3000006340,3,3,8.22,2.74,2.74,0,0,
2017-01-28,367,Montreal,3000006560,25,26,64.75,2.59,2.59,0,0,
2017-01-28,367,Montreal,3000006610,12,14,31.08,2.59,2.59,0,0,
2017-01-28,367,Montreal,3700019521,4,2,10,2.5,2.5,0,0,
2017-01-28,367,Montreal,3700031613,1,1,4.69,4.69,4.69,0,0,
2017-01-28,367,Montreal,3700044982,2,2,10,5,5,0,0,
2017-01-28,367,Montreal,3800031829,23,19,72.22,3.14,3.14,0,0,
2017-01-28,367,Montreal,3800031838,20,18,59.2,2.96,2.96,0,0,
2017-01-28,367,Montreal,3800039118,10,10,32.9,3.29,3.29,0,0,
2017-01-28,367,Montreal,4116709428,2,2,7.98,3.99,4.59,0,0,
2017-01-28,367,Montreal,4116709448,2,2,7.98,3.99,4.59,0,0,
2017-01-28,367,Montreal,7027316204,11,6,16.5,1.5,1.5,0,0,
2017-01-28,367,Montreal,7027316404,7,4,13.16,1.88,1.88,0,0,
2017-01-28,367,Montreal,7192100336,6,5,37.74,6.29,6.29,0,0,
2017-01-28,367,Montreal,7192100337,6,5,37.74,6.29,6.29,0,0,
2017-01-28,367,Montreal,7192100339,5,5,31.45,6.29,6.29,0,0,
2017-01-28,367,Montreal,7218063979,2,2,12.92,6.46,6.46,0,0,
2017-01-28,367,Montreal,7797508006,4,4,10,2.5,2.89,0,0,
2017-01-28,367,Montreal,31254742725,3,3,11.97,3.99,3.99,0,0,
2017-01-28,367,Montreal,31254742735,4,4,19.96,4.99,4.99,0,0,
2017-01-28,389,Laval,1111009477,66,54,91.08,1.38,1.38,0,0,
2017-01-28,389,Laval,1111009497,63,55,86.31,1.37,1.37,0,0,
2017-01-28,389,Laval,1111009507,21,21,29.19,1.39,1.39,0,0,
2017-01-28,389,Laval,1111035398,2,2,7,3.5,4.49,0,0,
2017-01-28,389,Laval,1111038078,24,10,24,1,2.59,0,0,
2017-01-28,389,Laval,1111038080,17,13,16.66,0.98,2.59,0,1,
2017-01-28,389,Laval,1111085319,51,45,96.39,1.89,1.89,0,0,
2017-01-28,389,Laval,1111085345,59,55,110.33,1.87,1.87,0,0,
2017-01-28,389,Laval,1111085350,118,100,233.64,1.98,1.98,0,0,
2017-01-28,389,Laval,1111087395,17,13,56.78,3.34,3.32,1,0,
2017-01-28,389,Laval,1111087396,26,19,85.8,3.3,3.9,1,1,
2017-01-28,389,Laval,1111087398,35,26,116.9,3.34,3.93,1,1,
2017-01-28,389,Laval,1600027527,61,58,194.59,3.19,3.19,0,0,
2017-01-28,389,Laval,1600027528,42,37,192.78,4.59,4.59,0,0,
2017-01-28,389,Laval,1600027564,45,45,143.55,3.19,3.19,0,0,
2017-01-28,389,Laval,2840002333,20,18,50,2.5,2.89,0,0,
2017-01-28,389,Laval,2840004768,18,17,45,2.5,2.89,0,0,
2017-01-28,389,Laval,2840004770,8,8,20,2.5,2.89,0,0,
2017-01-28,389,Laval,3000006340,18,17,52.56,2.92,2.92,0,0,
2017-01-28,389,Laval,3000006560,44,39,113.96,2.59,2.59,0,0,
2017-01-28,389,Laval,3000006610,22,22,56.98,2.59,2.59,0,0,
2017-01-28,389,Laval,3700019521,9,7,22.5,2.5,3.49,0,0,
2017-01-28,389,Laval,3700031613,8,6,37.52,4.69,4.69,0,1,
2017-01-28,389,Laval,3700044982,3,2,15,5,5,0,0,
2017-01-28,389,Laval,3800031829,46,39,160.54,3.49,3.49,0,0,
2017-01-28,389,Laval,3800031838,50,47,149.5,2.99,2.99,0,0,
2017-01-28,389,Laval,3800039118,12,12,40.56,3.38,3.38,0,0,
2017-01-28,389,Laval,4116709448,2,2,7.98,3.99,4.59,0,0,
2017-01-28,389,Laval,4116709565,3,3,10.47,3.49,4.99,0,0,
2017-01-28,389,Laval,7027312504,33,21,52.8,1.6,2.25,0,0,
2017-01-28,389,Laval,7027316204,62,38,111.6,1.8,1.8,0,0,
2017-01-28,389,Laval,7027316404,68,43,125.12,1.84,1.84,0,0,
2017-01-28,389,Laval,7110410455,2,2,5,2.5,2.79,0,0,
2017-01-28,389,Laval,7110410470,1,1,2.5,2.5,2.79,0,0,
2017-01-28,389,Laval,7110410471,4,4,10,2.5,2.5,0,0,
2017-01-28,389,Laval,7192100336,6,6,37.74,6.29,6.29,0,0,
2017-01-28,389,Laval,7192100337,10,9,62.9,6.29,6.29,0,0,
2017-01-28,389,Laval,7192100339,26,25,163.54,6.29,6.29,0,0,
2017-01-28,389,Laval,7218063052,4,4,25.84,6.46,6.46,0,0,
2017-01-28,389,Laval,7218063979,2,2,12.92,6.46,6.46,0,0,
2017-01-28,389,Laval,7218063983,1,1,6.46,6.46,6.46,0,0,
2017-01-28,389,Laval,7797502248,16,11,39.84,2.49,2.49,0,0,
2017-01-28,389,Laval,7797508004,32,32,80,2.5,2.89,0,1,
2017-01-28,389,Laval,7797508006,27,27,67.5,2.5,2.89,0,1,
2017-01-28,389,Laval,31254742725,9,8,35.91,3.99,3.99,0,0,
2017-01-28,389,Laval,31254742735,4,4,19.96,4.99,4.99,0,0,
2017-01-28,389,Laval,31254742835,9,9,44.91,4.99,4.99,0,0,
2017-01-28,623,Ottawa,1111009477,32,29,31.36,0.98,1.16,0,0,
2017-01-28,623,Ottawa,1111009497,33,31,32.34,0.98,1.18,0,0,
2017-01-28,623,Ottawa,1111009507,30,25,29.4,0.98,1.17,0,0,
2017-01-28,623,Ottawa,1111038078,7,5,6.72,0.96,2.59,0,0,
2017-01-28,623,Ottawa,1111038080,8,8,7.84,0.98,2.56,0,0,
2017-01-28,623,Ottawa,1111085319,13,12,24.57,1.89,1.89,0,0,
2017-01-28,623,Ottawa,1111085345,16,13,29.44,1.84,1.84,0,0,
2017-01-28,623,Ottawa,1111085350,34,29,67.66,1.99,2.34,0,0,
2017-01-28,623,Ottawa,1111087395,5,5,16,3.2,3.2,0,0,
2017-01-28,623,Ottawa,1111087396,5,4,16.7,3.34,3.34,0,0,
2017-01-28,623,Ottawa,1111087398,6,6,19.68,3.28,3.28,0,0,
2017-01-28,623,Ottawa,1600027527,41,40,130.79,3.19,3.19,0,0,
2017-01-28,623,Ottawa,1600027528,20,20,83,4.15,4.15,0,0,
2017-01-28,623,Ottawa,1600027564,39,39,122.46,3.14,3.14,0,0,
2017-01-28,623,Ottawa,2840002333,5,4,12.45,2.49,2.49,0,0,
2017-01-28,623,Ottawa,2840004768,7,7,17.43,2.49,2.49,0,0,
2017-01-28,623,Ottawa,2840004770,10,10,24.9,2.49,2.49,0,0,
2017-01-28,623,Ottawa,3000006340,6,8,16.26,2.71,2.71,0,0,
2017-01-28,623,Ottawa,3000006560,26,26,67.34,2.59,2.59,0,0,
2017-01-28,623,Ottawa,3000006610,15,15,38.85,2.59,2.59,0,0,
2017-01-28,623,Ottawa,3700019521,8,8,20,2.5,2.5,0,0,
2017-01-28,623,Ottawa,3700031613,7,7,28.21,4.03,6.59,0,1,
2017-01-28,623,Ottawa,3700044982,7,5,31.5,4.5,4.5,0,1,
2017-01-28,623,Ottawa,3800031829,29,26,83.52,2.88,2.88,0,0,
2017-01-28,623,Ottawa,3800031838,33,33,95.37,2.89,2.89,0,0,
