WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY,DESCRIPTION,CATEGORY,SUB_CATEGORY,SUMPRICE,COUNTPRICE,AVGPRICE,RELPRICE,PRICE_p2
2009-02-11,367,1111085319,16,16,16,29.92,1.87,1.87,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,15.96,7,2.2800000000000002,0.8201754385964912,3.4969000000000006
2009-02-11,367,1111085350,38,27,26,74.86,1.97,1.97,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,15.96,7,2.2800000000000002,0.8640350877192982,3.8809
2009-02-11,367,1600027527,243,187,179,403.38,1.66,3.19,1,1,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,15.96,7,2.2800000000000002,0.7280701754385964,2.7556
2009-02-11,367,1600027528,101,84,69,288.86,2.86,4.59,0,1,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,15.96,7,2.2800000000000002,1.2543859649122806,8.179599999999999
2009-02-11,367,1600027564,13,12,12,22.36,1.72,3.19,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,15.96,7,2.2800000000000002,0.7543859649122806,2.9583999999999997
2009-02-11,367,3000006340,8,8,6,21.92,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,15.96,7,2.2800000000000002,1.2017543859649122,7.507600000000001
2009-02-11,367,3800031829,23,19,11,72.22,3.14,3.14,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,15.96,7,2.2800000000000002,1.3771929824561402,9.8596
2009-02-18,367,1111085319,9,5,5,14.49,1.61,1.87,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,15.74,7,2.2485714285714287,0.716010165184244,2.5921000000000003
2009-02-18,367,1111085350,15,14,14,35.85,2.39,2.39,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,15.74,7,2.2485714285714287,1.0628970775095299,5.7121
2009-02-18,367,1600027527,146,117,115,245.28,1.68,3.19,0,1,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,15.74,7,2.2485714285714287,0.747141041931385,2.8223999999999996
2009-02-18,367,1600027528,55,44,40,146.85,2.67,4.59,0,1,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,15.74,7,2.2485714285714287,1.1874205844980938,7.1289
2009-02-18,367,1600027564,19,19,19,28.69,1.51,3.19,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,15.74,7,2.2485714285714287,0.6715374841168996,2.2801
2009-02-18,367,3000006340,5,5,5,13.7,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,15.74,7,2.2485714285714287,1.218551461245235,7.507600000000001
2009-02-18,367,3800031829,16,13,6,50.24,3.14,3.14,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,15.74,7,2.2485714285714287,1.3964421855146125,9.8596
2009-02-25,367,1111085319,22,20,20,36.52,1.66,1.87,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,18.81,7,2.687142857142857,0.6177565124933546,2.7556
2009-02-25,367,1111085350,17,14,14,40.12,2.36,2.36,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,18.81,7,2.687142857142857,0.8782562466772994,5.569599999999999
2009-02-25,367,1600027527,131,105,103,217.46,1.66,3.19,1,1,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.81,7,2.687142857142857,0.6177565124933546,2.7556
2009-02-25,367,1600027528,27,24,12,123.93,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.81,7,2.687142857142857,1.7081339712918662,21.068099999999998
2009-02-25,367,1600027564,24,22,20,63.84,2.66,3.19,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.81,7,2.687142857142857,0.9898989898989901,7.0756000000000006
2009-02-25,367,3000006340,3,3,2,8.22,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,18.81,7,2.687142857142857,1.0196703880914408,7.507600000000001
2009-02-25,367,3800031829,17,13,7,53.38,3.14,3.14,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,18.81,7,2.687142857142857,1.168527379053695,9.8596
2009-03-04,367,1111085319,2,2,2,3.22,1.61,1.87,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,18.630000000000003,7,2.661428571428572,0.6049382716049382,2.5921000000000003
2009-03-04,367,1111085350,15,15,15,35.4,2.36,2.36,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,18.630000000000003,7,2.661428571428572,0.886741814278046,5.569599999999999
2009-03-04,367,1600027527,32,26,26,55.04,1.72,3.19,0,1,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.630000000000003,7,2.661428571428572,0.6462694578636606,2.9583999999999997
2009-03-04,367,1600027528,24,23,17,110.16,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.630000000000003,7,2.661428571428572,1.72463768115942,21.068099999999998
2009-03-04,367,1600027564,22,19,17,54.34,2.47,3.19,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.630000000000003,7,2.661428571428572,0.9280730005367686,6.100900000000001
2009-03-04,367,3000006340,7,6,4,19.18,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,18.630000000000003,7,2.661428571428572,1.0295222758990874,7.507600000000001
2009-03-04,367,3800031829,31,25,6,97.34,3.14,3.14,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,18.630000000000003,7,2.661428571428572,1.1798174986580783,9.8596
2009-03-11,367,1111085319,32,25,25,52.8,1.65,1.87,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.189999999999998,7,2.884285714285714,0.5720653789004458,2.7224999999999997
2009-03-11,367,1111085350,22,15,15,52.36,2.38,2.38,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.189999999999998,7,2.884285714285714,0.8251609707776127,5.6644
2009-03-11,367,1600027527,18,18,18,54.18,3.01,3.01,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.189999999999998,7,2.884285714285714,1.0435859336305102,9.060099999999998
2009-03-11,367,1600027528,16,15,9,73.44,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.189999999999998,7,2.884285714285714,1.5913818722139674,21.068099999999998
2009-03-11,367,1600027564,31,29,24,83.08,2.68,3.19,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.189999999999998,7,2.884285714285714,0.9291728578504211,7.182400000000001
2009-03-11,367,3000006340,9,9,4,24.66,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.189999999999998,7,2.884285714285714,0.9499752352649828,7.507600000000001
2009-03-11,367,3800031829,34,28,14,106.76,3.14,3.14,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.189999999999998,7,2.884285714285714,1.0886577513620606,9.8596
2009-03-18,367,1111085319,19,18,18,31.54,1.66,1.87,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.14,7,2.8771428571428572,0.576961271102284,2.7556
2009-03-18,367,1111085350,17,16,16,40.12,2.36,2.36,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.14,7,2.8771428571428572,0.8202581926514398,5.569599999999999
2009-03-18,367,1600027527,18,17,17,54.36,3.02,3.02,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.14,7,2.8771428571428572,1.0496524329692154,9.1204
2009-03-18,367,1600027528,16,13,8,73.44,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.14,7,2.8771428571428572,1.5953326713008937,21.068099999999998
2009-03-18,367,1600027564,39,31,25,118.17,3.03,3.03,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.14,7,2.8771428571428572,1.0531281032770605,9.1809
2009-03-18,367,3000006340,6,6,5,16.44,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.14,7,2.8771428571428572,0.9523336643495531,7.507600000000001
2009-03-18,367,3800031829,29,24,15,79.46,2.74,3.14,1,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.14,7,2.8771428571428572,0.9523336643495531,7.507600000000001
2009-03-25,367,1111085319,29,27,25,47.56,1.64,1.87,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,19.79,7,2.827142857142857,0.5800909550277918,2.6895999999999995
2009-03-25,367,1111085350,15,13,13,35.85,2.39,2.39,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,19.79,7,2.827142857142857,0.8453764527539163,5.7121
2009-03-25,367,1600027527,8,7,7,22.72,2.84,2.84,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.79,7,2.827142857142857,1.0045477513895906,8.0656
2009-03-25,367,1600027528,28,26,13,128.52,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.79,7,2.827142857142857,1.623547246083881,21.068099999999998
2009-03-25,367,1600027564,28,26,21,76.44,2.73,2.73,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.79,7,2.827142857142857,0.9656392117230925,7.4529
2009-03-25,367,3000006340,7,7,5,19.18,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,19.79,7,2.827142857142857,0.9691763516927743,7.507600000000001
2009-03-25,367,3800031829,30,26,13,85.8,2.86,3.14,1,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,19.79,7,2.827142857142857,1.0116220313289541,8.179599999999999
2009-04-01,367,1111085319,12,12,12,22.56,1.88,1.88,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,19.22,7,2.7457142857142856,0.6847034339229969,3.5343999999999998
2009-04-01,367,1111085350,21,16,16,42.0,2.0,2.39,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,19.22,7,2.7457142857142856,0.7284079084287202,4.0
2009-04-01,367,1600027527,7,7,7,15.96,2.28,2.84,0,0,1,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.22,7,2.7457142857142856,0.8303850156087409,5.1983999999999995
2009-04-01,367,1600027528,26,23,13,119.34,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.22,7,2.7457142857142856,1.6716961498439127,21.068099999999998
2009-04-01,367,1600027564,28,26,20,82.88,2.96,2.96,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.22,7,2.7457142857142856,1.0780437044745057,8.7616
2009-04-01,367,3000006340,10,10,6,26.2,2.62,2.62,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,19.22,7,2.7457142857142856,0.9542143600416234,6.864400000000001
2009-04-01,367,3800031829,37,31,14,106.93,2.89,2.89,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,19.22,7,2.7457142857142856,1.0525494276795007,8.3521
2009-04-08,367,1111085319,16,15,15,30.08,1.88,1.88,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,19.93,7,2.847142857142857,0.6603110888108379,3.5343999999999998
2009-04-08,367,1111085350,21,18,18,41.16,1.96,2.39,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,19.93,7,2.847142857142857,0.6884094330155545,3.8415999999999997
2009-04-08,367,1600027527,19,19,19,54.53,2.87,2.87,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.93,7,2.847142857142857,1.0080280983442047,8.2369
2009-04-08,367,1600027528,18,13,8,82.62,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.93,7,2.847142857142857,1.6121424987456097,21.068099999999998
2009-04-08,367,1600027564,39,32,25,114.66,2.94,2.94,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.93,7,2.847142857142857,1.0326141495233316,8.6436
2009-04-08,367,3000006340,24,19,16,61.2,2.55,2.62,1,1,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,19.93,7,2.847142857142857,0.8956347215253386,6.5024999999999995
2009-04-08,367,3800031829,29,25,14,91.06,3.14,3.14,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,19.93,7,2.847142857142857,1.1028600100351231,9.8596
2009-04-15,367,1111085319,17,15,15,32.13,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.42,7,2.9171428571428573,0.647894221351616,3.5721
2009-04-15,367,1111085350,25,17,17,50.0,2.0,2.39,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.42,7,2.9171428571428573,0.6856023506366308,4.0
2009-04-15,367,1600027527,18,18,18,57.42,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.42,7,2.9171428571428573,1.093535749265426,10.1761
2009-04-15,367,1600027528,28,24,13,128.52,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.42,7,2.9171428571428573,1.5734573947110675,21.068099999999998
2009-04-15,367,1600027564,20,16,15,57.4,2.87,2.87,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.42,7,2.9171428571428573,0.9838393731635652,8.2369
2009-04-15,367,3000006340,10,10,8,27.4,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.42,7,2.9171428571428573,0.9392752203721841,7.507600000000001
2009-04-15,367,3800031829,15,12,6,47.1,3.14,3.14,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.42,7,2.9171428571428573,1.0763956904995102,9.8596
2009-04-22,367,1111085319,6,5,5,11.34,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.68,7,2.954285714285714,0.6397485493230174,3.5721
2009-04-22,367,1111085350,15,12,12,29.85,1.99,2.39,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.68,7,2.954285714285714,0.6735976789168279,3.9601
2009-04-22,367,1600027527,14,14,14,44.66,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.68,7,2.954285714285714,1.0797872340425532,10.1761
2009-04-22,367,1600027528,25,17,9,114.75,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.68,7,2.954285714285714,1.5536750483558994,21.068099999999998
2009-04-22,367,1600027564,16,15,13,47.84,2.99,2.99,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.68,7,2.954285714285714,1.0120889748549324,8.940100000000001
2009-04-22,367,3000006340,9,11,5,24.66,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.68,7,2.954285714285714,0.9274661508704063,7.507600000000001
2009-04-22,367,3800031829,19,15,6,62.51,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.68,7,2.954285714285714,1.1136363636363638,10.8241
2009-04-29,367,1111085319,14,14,14,26.46,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.91,7,2.987142857142857,0.6327116212338594,3.5721
2009-04-29,367,1111085350,16,13,13,32.32,2.02,2.39,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.91,7,2.987142857142857,0.676231468197035,4.0804
2009-04-29,367,1600027527,18,16,14,57.42,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.91,7,2.987142857142857,1.0679100908656145,10.1761
2009-04-29,367,1600027528,20,18,11,91.8,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.91,7,2.987142857142857,1.5365853658536586,21.068099999999998
2009-04-29,367,1600027564,25,24,18,79.75,3.19,3.19,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.91,7,2.987142857142857,1.0679100908656145,10.1761
2009-04-29,367,3000006340,4,3,2,10.96,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.91,7,2.987142857142857,0.9172644667623148,7.507600000000001
2009-04-29,367,3800031829,21,16,7,69.09,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.91,7,2.987142857142857,1.1013868962219033,10.8241
2009-05-06,367,1111085319,31,28,27,51.46,1.66,1.89,1,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,18.990000000000002,7,2.712857142857143,0.6119010005265929,2.7556
2009-05-06,367,1111085350,21,18,18,41.79,1.99,2.39,1,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,18.990000000000002,7,2.712857142857143,0.7335439705107951,3.9601
2009-05-06,367,1600027527,45,34,34,90.0,2.0,3.19,1,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.990000000000002,7,2.712857142857143,0.737230121116377,4.0
2009-05-06,367,1600027528,29,25,10,133.11,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.990000000000002,7,2.712857142857143,1.6919431279620851,21.068099999999998
2009-05-06,367,1600027564,30,21,13,95.7,3.19,3.19,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.990000000000002,7,2.712857142857143,1.1758820431806212,10.1761
2009-05-06,367,3000006340,2,2,1,5.48,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,18.990000000000002,7,2.712857142857143,1.0100052659294365,7.507600000000001
2009-05-06,367,3800031829,32,29,20,90.24,2.82,3.29,0,0,1,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,18.990000000000002,7,2.712857142857143,1.0394944707740914,7.952399999999999
2009-05-13,367,1111085319,24,20,20,40.08,1.67,1.89,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,19.56,7,2.794285714285714,0.5976482617586912,2.7889
2009-05-13,367,1111085350,13,12,12,26.0,2.0,2.39,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,19.56,7,2.794285714285714,0.7157464212678937,4.0
2009-05-13,367,1600027527,17,17,17,54.23,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.56,7,2.794285714285714,1.1416155419222904,10.1761
2009-05-13,367,1600027528,27,21,14,123.93,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.56,7,2.794285714285714,1.6426380368098161,21.068099999999998
2009-05-13,367,1600027564,17,15,13,54.23,3.19,3.19,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.56,7,2.794285714285714,1.1416155419222904,10.1761
2009-05-13,367,3000006340,6,6,2,16.44,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,19.56,7,2.794285714285714,0.9805725971370145,7.507600000000001
2009-05-13,367,3800031829,75,63,55,163.5,2.18,3.29,1,1,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,19.56,7,2.794285714285714,0.7801635991820042,4.752400000000001
2009-05-20,367,1111085319,20,19,19,33.2,1.66,1.89,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,18.96,7,2.7085714285714286,0.6128691983122363,2.7556
2009-05-20,367,1111085350,15,13,13,34.5,2.3,2.3,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,18.96,7,2.7085714285714286,0.8491561181434598,5.289999999999999
