WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY
2009-01-14,4489,1600027527,56,56,55,172.48,3.08,3.08,0,0,0
2009-01-14,4489,1600027564,42,39,39,122.64,2.92,2.92,0,0,0
2009-01-14,4489,3800031838,26,24,24,75.14,2.89,2.89,0,0,0
2009-01-14,4503,1111009477,65,52,51,79.3,1.22,1.22,0,0,0
2009-01-14,4503,1111009497,42,39,39,52.08,1.24,1.24,0,0,0
2009-01-14,4503,1600027527,69,66,63,217.35,3.15,3.15,0,0,0
2009-01-14,4503,1600027564,39,38,38,118.17,3.03,3.03,0,0,0
2009-01-14,4503,3800031838,42,42,42,125.58,2.99,2.99,0,0,0
2009-01-14,4521,1111009477,19,17,17,22.8,1.2,1.2,0,0,0
2009-01-14,4521,1111009497,12,11,10,14.64,1.22,1.22,0,0,0
2009-01-14,4521,1600027527,16,16,12,51.04,3.19,3.19,0,0,0
2009-01-14,4521,1600027564,22,21,21,69.08,3.14,3.14,0,0,0
2009-01-14,4521,3800031838,16,16,16,43.52,2.72,2.72,0,0,0
2009-01-14,6179,1111009477,79,72,71,109.02,1.38,1.38,0,0,0
2009-01-14,6179,1111009497,63,60,59,87.57,1.39,1.58,0,0,1
2009-01-14,6179,1600027527,65,62,62,185.25,2.85,2.85,0,0,0
2009-01-14,6179,1600027564,110,89,89,268.4,2.44,2.55,1,0,0
2009-01-14,6179,3800031838,48,47,47,137.76,2.87,2.87,0,0,0
2009-01-14,6187,1111009477,69,66,66,95.22,1.38,1.58,0,1,0
2009-01-14,6187,1111009497,67,55,54,93.13,1.39,1.58,0,1,0
2009-01-14,6187,1600027527,32,30,29,92.8,2.9,2.9,0,0,0
2009-01-14,6187,1600027564,95,83,81,242.25,2.55,2.85,1,0,0
2009-01-14,6187,3800031838,24,24,24,65.28,2.72,2.72,0,0,0
2009-01-14,6379,1111009477,50,50,48,59.0,1.18,1.18,0,0,0
2009-01-14,6379,1111009497,66,62,62,77.22,1.17,1.17,0,0,0
2009-01-14,6379,1600027527,57,51,51,172.14,3.02,3.02,0,0,0
2009-01-14,6379,1600027564,37,35,35,113.22,3.06,3.06,0,0,0
2009-01-14,6379,3800031838,32,32,32,89.6,2.8,2.8,0,0,0
2009-01-14,6431,1111009477,30,28,28,35.1,1.17,1.17,0,0,0
2009-01-14,6431,1111009497,35,34,34,36.05,1.03,1.19,0,0,1
2009-01-14,6431,1600027527,30,29,29,95.7,3.19,3.19,0,0,0
2009-01-14,6431,1600027564,20,20,20,59.6,2.98,2.98,0,0,0
2009-01-14,6431,3800031838,26,24,24,75.14,2.89,2.89,0,0,0
2009-01-14,8035,1111009477,4,4,4,5.56,1.39,1.39,0,0,0
2009-01-14,8035,1111009497,9,9,9,12.33,1.37,1.37,0,0,0
2009-01-14,8035,1600027527,5,5,5,15.95,3.19,3.19,0,0,0
2009-01-14,8035,1600027564,16,15,11,45.92,2.87,3.19,1,0,0
2009-01-14,8035,3800031838,19,18,16,56.81,2.99,2.99,0,0,0
2009-01-14,8041,1111009477,44,43,42,60.72,1.38,1.29,0,1,0
2009-01-14,8041,1111009497,56,53,52,77.28,1.38,1.58,0,1,0
2009-01-14,8041,1600027527,14,14,14,41.44,2.96,2.96,0,0,0
2009-01-14,8041,1600027564,51,45,45,122.91,2.41,3.0,1,0,0
2009-01-14,8041,3800031838,20,20,20,59.8,2.99,2.99,0,0,0
2009-01-14,8263,1111009477,40,30,30,47.2,1.18,1.18,0,0,0
2009-01-14,8263,1111009497,23,23,23,26.91,1.17,1.17,0,0,0
2009-01-14,8263,1600027527,45,43,43,140.4,3.12,3.12,0,0,0
2009-01-14,8263,1600027564,32,28,28,94.08,2.94,2.94,0,0,0
2009-01-14,8263,3800031838,26,24,23,75.14,2.89,2.89,0,0,0
2009-01-14,9825,1111009477,114,102,101,157.32,1.38,1.38,0,0,0
2009-01-14,9825,1111009497,119,113,112,164.22,1.38,1.58,0,0,1
2009-01-14,9825,1600027527,97,91,91,296.82,3.06,3.06,0,0,0
2009-01-14,9825,1600027564,192,146,145,483.84,2.52,2.91,1,0,0
2009-01-14,9825,3800031838,57,56,56,164.73,2.89,2.89,0,0,0
2009-01-14,10019,1111009477,14,13,13,16.38,1.17,1.18,0,1,0
2009-01-14,10019,1111009497,25,24,22,29.25,1.17,1.18,0,1,0
2009-01-14,10019,1600027527,24,24,24,73.44,3.06,3.06,0,0,0
2009-01-14,10019,1600027564,10,9,9,28.3,2.83,3.14,0,0,1
2009-01-14,10019,3800031838,64,61,59,182.4,2.85,2.85,0,0,0
2009-01-14,11757,1111009477,61,53,51,84.18,1.38,1.38,0,0,0
2009-01-14,11757,1111009497,44,41,40,61.16,1.39,1.39,0,0,0
2009-01-14,11757,1600027527,40,38,38,127.6,3.19,3.19,0,0,0
2009-01-14,11757,1600027564,40,37,37,101.6,2.54,3.13,1,0,0
2009-01-14,11757,3800031838,28,27,27,77.0,2.75,2.75,0,0,0
2009-01-14,11761,1111009477,73,66,65,100.74,1.38,0.99,0,1,0
2009-01-14,11761,1111009497,70,60,58,97.3,1.39,1.39,0,1,0
2009-01-14,11761,1600027527,42,41,40,130.62,3.11,3.11,0,0,0
2009-01-14,11761,1600027564,115,96,96,277.15,2.41,2.93,1,0,0
2009-01-14,11761,3800031838,46,46,46,130.18,2.83,2.83,0,0,0
2009-01-14,11967,1111009477,12,12,10,14.16,1.18,1.18,0,0,0
2009-01-14,11967,1111009497,8,7,6,9.52,1.19,1.19,0,0,0
2009-01-14,11967,1600027527,27,27,27,86.13,3.19,3.19,0,0,0
2009-01-14,11967,1600027564,3,3,3,6.27,2.09,3.14,0,0,1
2009-01-14,11967,3800031838,29,29,28,83.81,2.89,2.89,0,0,0
2009-01-14,11993,1111009477,39,37,36,48.36,1.24,1.23,0,1,0
2009-01-14,11993,1111009497,38,27,27,46.74,1.23,1.23,0,0,0
2009-01-14,11993,1600027527,84,77,75,258.72,3.08,3.08,0,0,0
2009-01-14,11993,1600027564,60,58,58,188.4,3.14,3.14,0,0,0
2009-01-14,11993,3800031838,34,34,34,101.66,2.99,2.99,0,0,0
2009-01-14,12011,1111009477,39,33,33,47.97,1.23,1.21,0,1,0
2009-01-14,12011,1111009497,38,30,30,46.36,1.22,1.22,0,1,0
2009-01-14,12011,1600027527,30,29,28,92.4,3.08,3.08,0,0,0
2009-01-14,12011,1600027564,17,17,17,51.17,3.01,3.01,0,0,0
2009-01-14,12011,3800031838,77,70,68,225.61,2.93,2.99,0,1,0
2009-01-14,13609,1111009477,152,145,143,211.28,1.39,1.39,0,1,0
2009-01-14,13609,1111009497,149,137,135,207.11,1.39,1.39,0,1,0
2009-01-14,13609,1600027527,45,48,45,137.25,3.05,3.05,0,0,0
2009-01-14,13609,1600027564,112,97,97,278.88,2.49,2.91,1,0,0
2009-01-14,13609,3800031838,49,48,48,139.16,2.84,2.84,0,0,0
2009-01-14,13827,1111009477,52,47,45,50.96,0.98,0.93,0,1,0
2009-01-14,13827,1111009497,37,33,33,36.26,0.98,0.98,0,0,0
2009-01-14,13827,1600027527,43,43,42,114.38,2.66,2.66,0,0,0
2009-01-14,13827,1600027564,38,36,36,107.54,2.83,2.83,0,0,0
2009-01-14,13827,3800031838,28,28,28,72.8,2.6,2.6,0,0,0
2009-01-14,13837,1111009477,46,42,42,53.82,1.17,1.1,0,1,0
2009-01-14,13837,1111009497,75,71,71,88.5,1.18,1.11,0,1,0
2009-01-14,13837,1600027527,39,34,34,124.41,3.19,3.19,0,0,0
2009-01-14,13837,1600027564,15,15,15,47.1,3.14,3.14,0,0,0
2009-01-14,13837,3800031838,29,28,28,78.01,2.69,2.69,0,0,0
2009-01-14,13853,1111009477,26,21,21,30.68,1.18,1.22,0,1,0
2009-01-14,13853,1111009497,44,36,36,53.68,1.22,1.2,0,1,0
2009-01-14,13853,1600027527,30,28,28,89.4,2.98,2.98,0,0,0
2009-01-14,13853,1600027564,36,33,33,99.0,2.75,2.75,0,0,0
2009-01-14,13853,3800031838,21,21,21,62.79,2.99,2.99,0,0,0
2009-01-14,13859,1111009477,59,51,50,71.39,1.21,1.23,0,1,0
2009-01-14,13859,1111009497,77,66,65,94.71,1.23,1.23,0,1,0
2009-01-14,13859,1600027527,45,42,42,143.55,3.19,3.19,0,0,0
2009-01-14,13859,1600027564,22,21,21,66.0,3.0,3.0,0,0,0
2009-01-14,13859,3800031838,22,22,22,65.78,2.99,2.99,0,0,0
2009-01-14,15531,1111009477,58,48,47,80.62,1.39,1.57,0,1,0
2009-01-14,15531,1111009497,44,41,40,60.28,1.37,1.57,0,1,0
2009-01-14,15531,1600027527,13,13,13,41.47,3.19,3.19,0,0,0
2009-01-14,15531,1600027564,63,60,59,152.46,2.42,2.9,1,0,0
2009-01-14,15531,3800031838,23,23,23,65.78,2.86,2.86,0,0,0
2009-01-14,15541,1111009477,47,43,41,64.86,1.38,1.38,0,0,0
2009-01-14,15541,1111009497,43,40,39,59.34,1.38,1.38,0,0,0
2009-01-14,15541,1600027527,22,22,22,65.78,2.99,2.99,0,0,0
2009-01-14,15541,1600027564,29,25,25,66.7,2.3,3.01,1,0,0
2009-01-14,15541,3800031838,18,18,18,50.76,2.82,2.82,0,0,0
2009-01-14,15547,1111009477,25,23,23,34.75,1.39,1.39,0,0,0
2009-01-14,15547,1111009497,30,28,28,41.7,1.39,1.39,0,0,0
2009-01-14,15547,1600027527,52,51,51,160.16,3.08,3.08,0,0,0
2009-01-14,15547,1600027564,64,51,50,156.16,2.44,2.87,1,0,0
2009-01-14,15547,3800031838,60,60,58,170.4,2.84,2.84,0,0,0
2009-01-14,15755,1111009477,12,12,12,14.16,1.18,1.18,0,0,0
2009-01-14,15755,1111009497,60,57,56,70.2,1.17,1.19,0,1,0
2009-01-14,15755,1600027527,20,19,19,60.6,3.03,3.03,0,0,0
2009-01-14,15755,1600027564,5,5,5,15.7,3.14,3.14,0,0,0
2009-01-14,15755,3800031838,18,18,18,52.02,2.89,2.89,0,0,0
2009-01-14,15763,1111009477,34,28,28,40.46,1.19,1.08,0,1,0
2009-01-14,15763,1111009497,31,29,29,36.27,1.17,1.18,0,1,0
2009-01-14,15763,1600027527,28,28,28,89.32,3.19,3.19,0,0,0
2009-01-14,15763,1600027564,30,28,28,83.1,2.77,2.77,0,0,0
2009-01-14,15763,3800031838,19,19,19,52.06,2.74,2.74,0,0,0
2009-01-14,15765,1111009477,17,17,17,19.72,1.16,1.16,0,0,0
2009-01-14,15765,1111009497,30,27,26,35.1,1.17,1.17,0,0,0
2009-01-14,15765,1600027527,46,46,46,140.3,3.05,3.05,0,0,0
2009-01-14,15765,1600027564,27,28,28,81.54,3.02,3.02,0,0,0
2009-01-14,15765,3800031838,23,23,23,66.47,2.89,2.89,0,0,0
2009-01-14,17599,1111009477,17,17,17,20.4,1.2,1.2,0,0,0
2009-01-14,17599,1111009497,39,33,32,47.58,1.22,1.22,0,0,0
2009-01-14,17599,1600027527,26,23,23,82.94,3.19,3.19,0,0,0
2009-01-14,17599,1600027564,25,24,24,60.75,2.43,3.21,0,1,0
2009-01-14,17599,3800031838,25,25,25,74.75,2.99,2.99,0,0,0
2009-01-14,17615,1111009477,21,21,21,24.78,1.18,1.18,0,0,0
2009-01-14,17615,1111009497,30,27,27,35.7,1.19,1.19,0,0,0
2009-01-14,17615,1600027527,43,40,39,137.17,3.19,3.19,0,0,0
2009-01-14,17615,1600027564,19,19,19,59.66,3.14,3.14,0,0,0
2009-01-14,17615,3800031838,35,34,34,101.15,2.89,2.89,0,0,0
2009-01-14,17627,1111009477,78,65,65,95.94,1.23,1.23,0,1,0
2009-01-14,17627,1111009497,89,76,76,109.47,1.23,1.23,0,1,0
2009-01-14,17627,1600027527,53,50,49,165.89,3.13,3.13,0,0,0
2009-01-14,17627,1600027564,33,31,31,99.0,3.0,3.0,0,0,0
2009-01-14,17627,3800031838,29,29,29,80.62,2.78,2.78,0,0,0
2009-01-14,19265,1111009477,67,61,61,92.46,1.38,1.38,0,1,0
2009-01-14,19265,1111009497,90,83,80,124.2,1.38,1.37,0,1,0
2009-01-14,19265,1600027527,48,45,45,140.16,2.92,3.19,0,1,0
2009-01-14,19265,1600027564,97,80,75,221.16,2.28,2.94,1,0,0
2009-01-14,19265,3800031838,41,38,37,122.59,2.99,2.99,0,0,0
2009-01-14,19521,1111009477,41,37,36,50.02,1.22,1.24,0,1,0
2009-01-14,19521,1111009497,45,41,39,55.8,1.24,1.24,0,1,0
2009-01-14,19521,1600027527,32,29,28,102.08,3.19,3.19,0,0,0
2009-01-14,19521,1600027564,35,32,31,99.05,2.83,2.83,0,0,0
2009-01-14,19521,3800031838,14,14,14,38.92,2.78,2.78,0,0,0
2009-01-14,19523,1111009477,11,9,9,12.98,1.18,1.18,0,0,0
2009-01-14,19523,1111009497,26,20,20,31.46,1.21,1.21,0,0,0
2009-01-14,19523,1600027527,57,54,54,175.56,3.08,3.08,0,0,0
2009-01-14,19523,1600027564,24,24,24,76.56,3.19,3.19,0,0,0
2009-01-14,19523,3800031838,53,52,51,152.64,2.88,2.88,0,0,0
2009-01-14,19533,1111009477,17,16,16,21.25,1.25,1.25,0,0,0
2009-01-14,19533,1111009497,202,78,75,250.48,1.24,1.24,0,0,0
2009-01-14,19533,1600027527,42,42,41,127.68,3.04,3.04,0,0,0
2009-01-14,19533,1600027564,40,35,35,121.2,3.03,3.03,0,0,0
2009-01-14,19533,3800031838,22,22,22,65.78,2.99,2.99,0,0,0
2009-01-14,21213,1111009477,43,40,38,58.91,1.37,1.38,0,1,0
2009-01-14,21213,1111009497,40,38,37,55.2,1.38,1.49,0,1,0
2009-01-14,21213,1600027527,22,18,18,67.1,3.05,3.05,0,0,0
2009-01-14,21213,1600027564,65,58,56,154.7,2.38,2.7,1,0,0
2009-01-14,21213,3800031838,19,19,19,56.81,2.99,2.99,0,0,0
2009-01-14,21221,1111009477,57,52,52,78.66,1.38,1.38,0,1,0
2009-01-14,21221,1111009497,56,54,54,77.28,1.38,1.37,0,1,0
2009-01-14,21221,1600027527,20,20,20,60.6,3.03,3.03,0,0,0
2009-01-14,21221,1600027564,82,67,63,209.1,2.55,2.91,1,0,0
2009-01-14,21221,3800031838,39,38,37,113.49,2.91,2.91,0,0,0
2009-01-14,21227,1111009477,145,120,120,200.1,1.38,1.38,0,0,0
2009-01-14,21227,1111009497,111,102,102,153.18,1.38,1.38,0,0,0
2009-01-14,21227,1600027527,54,51,51,159.3,2.95,2.95,0,0,0
2009-01-14,21227,1600027564,74,57,57,182.04,2.46,2.77,1,0,0
2009-01-14,21227,3800031838,56,58,57,161.28,2.88,2.88,0,0,0
2009-01-14,21237,1111009477,194,176,173,267.72,1.38,1.58,0,1,0
2009-01-14,21237,1111009497,207,196,194,287.73,1.39,1.58,0,1,0
2009-01-14,21237,1600027527,61,58,58,188.49,3.09,3.09,0,0,0
2009-01-14,21237,1600027564,116,104,104,288.84,2.49,2.79,1,0,0
2009-01-14,21237,3800031838,32,32,32,86.72,2.71,2.71,0,0,0
2009-01-14,21479,1111009477,22,20,20,25.96,1.18,1.18,0,0,0
2009-01-14,21479,1111009497,17,14,14,20.23,1.19,1.19,0,0,0
2009-01-14,21479,1600027527,51,51,51,156.06,3.06,3.06,0,0,0
2009-01-14,21479,1600027564,18,18,18,53.46,2.97,2.97,0,0,0
2009-01-14,21479,3800031838,67,58,55,193.63,2.89,2.89,0,0,0
2009-01-14,21485,1111009477,22,21,20,25.74,1.17,1.18,0,1,0
2009-01-14,21485,1111009497,17,16,16,20.06,1.18,1.18,0,0,0
2009-01-14,21485,1600027527,29,29,29,89.32,3.08,3.08,0,0,0
2009-01-14,21485,1600027564,15,14,14,43.95,2.93,2.93,0,0,0
2009-01-14,21485,3800031838,29,29,28,83.81,2.89,2.89,0,0,0
2009-01-14,23055,1111009477,6,6,6,8.34,1.39,1.41,0,1,0
2009-01-14,23055,1111009497,13,13,12,18.07,1.39,1.39,0,0,0
2009-01-14,23055,1600027527,16,13,12,51.04,3.19,3.19,0,0,0
2009-01-14,23055,1600027564,31,28,23,81.22,2.62,3.05,1,0,0
2009-01-14,23055,3800031838,27,27,26,77.76,2.88,2.88,0,0,0
2009-01-14,23061,1111009477,72,61,60,100.08,1.39,1.58,0,1,0
2009-01-14,23061,1111009497,95,84,82,132.05,1.39,1.55,0,1,0
2009-01-14,23061,1600027527,43,36,36,130.72,3.04,3.04,0,0,0
2009-01-14,23061,1600027564,65,58,56,167.05,2.57,2.76,1,0,0
2009-01-14,23061,3800031838,40,40,38,116.8,2.92,2.92,0,0,0
2009-01-14,23067,1111009477,33,29,29,45.21,1.37,1.37,0,0,0
2009-01-14,23067,1111009497,15,15,15,20.85,1.39,1.39,0,0,0
2009-01-14,23067,1600027527,37,34,33,102.12,2.76,3.19,0,0,1
2009-01-14,23067,1600027564,46,39,39,112.24,2.44,3.09,1,0,0
2009-01-14,23067,3800031838,20,20,20,50.4,2.52,2.85,0,0,1
2009-01-14,23075,1111009477,91,80,79,125.58,1.38,1.39,0,1,0
2009-01-14,23075,1111009497,90,83,81,124.2,1.38,1.38,0,1,0
2009-01-14,23075,1600027527,43,39,39,124.27,2.89,2.89,0,0,0
2009-01-14,23075,1600027564,131,102,102,315.71,2.41,2.71,1,0,0
2009-01-14,23075,3800031838,43,42,41,119.54,2.78,2.78,0,0,0
2009-01-14,23327,1111009477,27,22,22,31.32,1.16,1.16,0,0,0
2009-01-14,23327,1111009497,12,12,12,13.92,1.16,1.18,0,1,0
2009-01-14,23327,1600027527,33,33,33,95.7,2.9,2.9,0,0,0
2009-01-14,23327,1600027564,20,19,19,59.8,2.99,2.99,0,0,0
2009-01-14,23327,3800031838,39,37,37,108.42,2.78,2.78,0,0,0
2009-01-14,23345,1111009477,30,26,26,36.9,1.23,1.24,0,1,0
2009-01-14,23345,1111009497,35,27,27,42.0,1.2,1.25,0,1,0
2009-01-14,23345,1600027527,46,45,44,146.74,3.19,3.19,0,0,0
2009-01-14,23345,1600027564,24,23,23,76.56,3.19,3.19,0,0,0
2009-01-14,23345,3800031838,19,19,19,56.81,2.99,2.99,0,0,0
2009-01-14,23349,1111009477,16,16,16,19.68,1.23,1.23,0,0,0
2009-01-14,23349,1111009497,19,15,15,23.37,1.23,1.22,0,1,0
2009-01-14,23349,1600027527,26,26,26,82.94,3.19,3.19,0,0,0
2009-01-14,23349,1600027564,27,26,26,82.62,3.06,3.06,0,0,0
2009-01-14,23349,3800031838,33,33,32,95.7,2.9,2.9,0,0,0
2009-01-14,24991,1111009477,124,107,104,171.12,1.38,1.38,0,0,0
2009-01-14,24991,1111009497,107,95,94,147.66,1.38,1.38,0,0,0
2009-01-14,24991,1600027527,116,111,109,353.8,3.05,3.05,0,0,0
2009-01-14,24991,1600027564,198,168,167,471.24,2.38,2.84,1,0,0
2009-01-14,24991,3800031838,69,68,67,198.03,2.87,2.87,0,0,0
2009-01-14,25001,1111009477,33,32,32,45.21,1.37,1.37,0,0,0
2009-01-14,25001,1111009497,44,42,40,60.72,1.38,1.59,0,0,1
2009-01-14,25001,1600027527,27,27,27,86.13,3.19,3.19,0,0,0
2009-01-14,25001,1600027564,93,84,76,234.36,2.52,2.91,1,0,0
2009-01-14,25001,3800031838,25,25,25,72.5,2.9,2.9,0,0,0
2009-01-14,25021,1111009477,62,58,55,85.56,1.38,1.38,0,0,0
2009-01-14,25021,1111009497,88,72,70,122.32,1.39,1.39,0,0,0
2009-01-14,25021,1600027527,33,29,28,105.27,3.19,3.19,0,0,0
2009-01-14,25021,1600027564,74,59,49,176.86,2.39,2.92,1,0,0
2009-01-14,25021,3800031838,52,51,51,143.52,2.76,2.76,0,0,0
2009-01-14,25027,1111009477,166,151,149,229.08,1.38,1.49,0,1,0
2009-01-14,25027,1111009497,173,163,159,238.74,1.38,1.5,0,1,0
2009-01-14,25027,1600027527,70,65,65,200.9,2.87,2.87,0,0,0
2009-01-14,25027,1600027564,181,141,140,454.31,2.51,3.14,1,0,0
2009-01-14,25027,3800031838,91,89,88,251.16,2.76,2.76,0,0,0
2009-01-14,25229,1111009477,75,66,66,88.5,1.18,1.18,0,0,0
2009-01-14,25229,1111009497,80,77,77,94.4,1.18,1.18,0,0,0
2009-01-14,25229,1600027527,65,64,64,204.1,3.14,3.14,0,0,0
2009-01-14,25229,1600027564,31,28,27,88.04,2.84,2.84,0,0,0
2009-01-14,25229,3800031838,41,41,41,112.75,2.75,2.75,0,0,0
2009-01-14,25233,1111009477,8,8,8,9.28,1.16,1.16,0,0,0
2009-01-14,25233,1111009497,23,20,19,26.91,1.17,1.17,0,0,0
2009-01-14,25233,1600027527,31,31,31,95.79,3.09,3.09,0,0,0
2009-01-14,25233,1600027564,24,24,24,69.12,2.88,2.88,0,0,0
2009-01-14,25233,3800031838,36,36,34,101.16,2.81,2.81,0,0,0
2009-01-14,25253,1111009477,43,42,41,52.89,1.23,1.22,0,1,0
2009-01-14,25253,1111009497,51,46,42,62.22,1.22,1.21,0,1,0
2009-01-14,25253,1600027527,24,23,23,73.44,3.06,3.06,0,0,0
2009-01-14,25253,1600027564,19,17,17,54.15,2.85,3.19,0,0,1
2009-01-14,25253,3800031838,10,10,10,26.9,2.69,2.69,0,0,0
2009-01-14,25261,1111009477,53,47,45,64.66,1.22,1.22,0,1,0
2009-01-14,25261,1111009497,74,69,69,91.02,1.23,1.22,0,1,0
2009-01-14,25261,1600027527,48,46,46,146.88,3.06,3.06,0,0,0
2009-01-14,25261,1600027564,31,28,28,89.28,2.88,2.88,0,0,0
2009-01-14,25261,3800031838,29,29,29,86.71,2.99,2.99,0,0,0
